productdepartment,order_date,productcategory,productname,orderquantity,profit,date,warehouseinventory,inventorycostperunit,month_of_supply
Health and Beauty,2017-11,Health and Beauty,First aid kit,10.0,1360.0,2017-11,0,2.299,0.0
Health and Beauty,2017-12,Health and Beauty,First aid kit,18.0,2448.0,2017-12,18,0.189,1.0
Outdoors,2015-01,Accessories,Team Golf Pittsburgh Steelers Putter Grip,6.0,165.0,2015-01,10,2.191,1.67
Outdoors,2015-01,Accessories,Team Golf San Francisco Giants Putter Grip,3.0,57.0,2015-01,1,0.388,0.33
Outdoors,2015-01,Accessories,Team Golf Tennessee Volunteers Putter Grip,1.0,60.0,2015-01,2,2.333,2.0
Outdoors,2015-01,Accessories,Team Golf Texas Longhorns Putter Grip,4.0,58.0,2015-01,5,1.4,1.25
Outdoors,2015-01,Electronics,Bridgestone e6 Straight Distance NFL Carolina,12.0,365.0,2015-01,20,1.122,1.67
Outdoors,2015-01,Electronics,Bridgestone e6 Straight Distance NFL San Dieg,5.0,60.0,2015-01,4,1.055,0.8
Outdoors,2015-01,Electronics,Bridgestone e6 Straight Distance NFL Tennesse,5.0,69.0,2015-01,10,0.942,2.0
Outdoors,2015-01,Electronics,Titleist Pro V1 High Numbers Personalized Gol,8.0,300.0,2015-01,0,0.965,0.0
Outdoors,2015-01,Electronics,Titleist Pro V1x Golf Balls,5.0,107.0,2015-01,7,2.239,1.4
Outdoors,2015-01,Electronics,Titleist Pro V1x High Numbers Golf Balls,2.0,104.0,2015-01,4,1.287,2.0
Outdoors,2015-01,Electronics,Titleist Pro V1x High Numbers Personalized Go,4.0,244.0,2015-01,1,1.33,0.25
Outdoors,2015-01,Golf Apparel,Top Flite Women's 2017 XL Hybrid,5.0,94.0,2015-01,0,1.642,0.0
Outdoors,2015-01,Golf Balls,Glove It Women's Imperial Golf Glove,5.0,88.0,2015-01,1,1.4,0.2
Outdoors,2015-01,Golf Balls,Glove It Women's Mod Oval Golf Glove,5.0,94.0,2015-01,1,1.484,0.2
Outdoors,2015-01,Golf Balls,Hirzl Men's Hybrid Golf Glove,5.0,62.0,2015-01,4,1.308,0.8
Outdoors,2015-01,Golf Balls,Hirzl Women's Hybrid Golf Glove,7.0,72.0,2015-01,13,1.35,1.86
Outdoors,2015-01,Golf Balls,Hirzl Women's Soffft Flex Golf Glove,14.0,252.0,2015-01,0,0.849,0.0
Outdoors,2015-01,Golf Gloves,Bag Boy Beverage Holder,13.0,236.0,2015-01,17,1.777,1.31
Outdoors,2015-01,Golf Gloves,Clicgear 8.0 Shoe Brush,5.0,16.0,2015-01,0,0.982,0.0
Outdoors,2015-01,Golf Gloves,Clicgear Rovic Cooler Bag,2.0,87.0,2015-01,2,0.306,1.0
Outdoors,2015-01,Golf Shoes,LIJA Women's Eyelet Sleeveless Golf Polo,5.0,286.0,2015-01,1,0.88,0.2
Outdoors,2015-01,Kids' Golf Clubs,Polar Loop Activity Tracker,1.0,54.0,2015-01,1,0.883,1.0
Outdoors,2015-01,Men's Golf Clubs,Merrell Men's All Out Flash Trail Running Sho,1.0,53.0,2015-01,1,1.969,1.0
Outdoors,2015-01,Trade-In,Glove It Urban Brick Golf Towel,11.0,93.0,2015-01,3,0.522,0.27
Outdoors,2015-01,Trade-In,Glove It Women's Mod Oval 3-Zip Carry All Gol,14.0,172.0,2015-01,14,0.349,1.0
Outdoors,2015-01,Women's Golf Clubs,MDGolf Pittsburgh Penguins Putter,4.0,158.0,2015-01,8,1.702,2.0
Outdoors,2015-02,Accessories,Team Golf New England Patriots Putter Grip,2.0,55.0,2015-02,1,1.19,0.5
Outdoors,2015-02,Accessories,Team Golf Pittsburgh Steelers Putter Grip,4.0,55.0,2015-02,7,0.82,1.75
Outdoors,2015-02,Accessories,Team Golf San Francisco Giants Putter Grip,15.0,228.0,2015-02,16,0.922,1.07
Outdoors,2015-02,Accessories,Team Golf St. Louis Cardinals Putter Grip,4.0,110.0,2015-02,6,0.147,1.5
Outdoors,2015-02,Accessories,Team Golf Tennessee Volunteers Putter Grip,4.0,120.0,2015-02,2,0.547,0.5
Outdoors,2015-02,Accessories,Team Golf Texas Longhorns Putter Grip,13.0,290.0,2015-02,19,0.583,1.46
Outdoors,2015-02,Electronics,Bridgestone e6 Straight Distance NFL San Dieg,3.0,60.0,2015-02,0,2.135,0.0
Outdoors,2015-02,Electronics,Bridgestone e6 Straight Distance NFL Tennesse,2.0,69.0,2015-02,4,1.109,2.0
Outdoors,2015-02,Electronics,Titleist Pro V1 High Numbers Personalized Gol,10.0,200.0,2015-02,17,1.752,1.7
Outdoors,2015-02,Electronics,Titleist Pro V1x High Numbers Golf Balls,3.0,208.0,2015-02,4,0.627,1.33
Outdoors,2015-02,Electronics,Titleist Pro V1x High Numbers Personalized Go,15.0,488.0,2015-02,18,1.472,1.2
Outdoors,2015-02,Golf Apparel,Top Flite Women's 2017 XL Hybrid,4.0,47.0,2015-02,2,2.131,0.5
Outdoors,2015-02,Golf Balls,Glove It Women's Imperial Golf Glove,12.0,132.0,2015-02,22,2.056,1.83
Outdoors,2015-02,Golf Balls,Hirzl Men's Hybrid Golf Glove,4.0,62.0,2015-02,4,1.952,1.0
Outdoors,2015-02,Golf Balls,Hirzl Women's Soffft Flex Golf Glove,3.0,84.0,2015-02,3,1.938,1.0
Outdoors,2015-02,Golf Gloves,Bag Boy Beverage Holder,6.0,118.0,2015-02,0,0.899,0.0
Outdoors,2015-02,Golf Gloves,Bag Boy M330 Push Cart,3.0,188.0,2015-02,2,1.687,0.67
Outdoors,2015-02,Golf Gloves,Clicgear 8.0 Shoe Brush,4.0,16.0,2015-02,4,1.918,1.0
Outdoors,2015-02,Golf Gloves,Clicgear Rovic Cooler Bag,2.0,87.0,2015-02,4,1.57,2.0
Outdoors,2015-02,Golf Shoes,LIJA Women's Eyelet Sleeveless Golf Polo,21.0,858.0,2015-02,26,0.398,1.24
Outdoors,2015-02,Trade-In,Glove It Imperial Golf Towel,6.0,56.0,2015-02,4,2.063,0.67
Outdoors,2015-02,Trade-In,Glove It Women's Mod Oval 3-Zip Carry All Gol,7.0,86.0,2015-02,13,0.995,1.86
Outdoors,2015-02,Women's Golf Clubs,Cleveland Golf Collegiate My Custom Wedge 588,1.0,97.0,2015-02,1,1.938,1.0
Outdoors,2015-03,Accessories,Team Golf New England Patriots Putter Grip,12.0,275.0,2015-03,17,1.692,1.42
Outdoors,2015-03,Accessories,Team Golf Pittsburgh Steelers Putter Grip,1.0,55.0,2015-03,1,1.532,1.0
Outdoors,2015-03,Accessories,Team Golf San Francisco Giants Putter Grip,10.0,171.0,2015-03,0,1.806,0.0
Outdoors,2015-03,Accessories,Team Golf Tennessee Volunteers Putter Grip,4.0,60.0,2015-03,2,1.894,0.5
Outdoors,2015-03,Accessories,Team Golf Texas Longhorns Putter Grip,1.0,58.0,2015-03,1,2.122,1.0
Outdoors,2015-03,Electronics,Bridgestone e6 Straight Distance NFL Carolina,5.0,73.0,2015-03,10,1.936,2.0
Outdoors,2015-03,Electronics,Bridgestone e6 Straight Distance NFL San Dieg,9.0,180.0,2015-03,17,1.441,1.89
Outdoors,2015-03,Electronics,Bridgestone e6 Straight Distance NFL Tennesse,5.0,138.0,2015-03,8,1.963,1.6
Outdoors,2015-03,Electronics,Titleist Pro V1x Golf Balls,7.0,214.0,2015-03,7,1.68,1.0
Outdoors,2015-03,Electronics,Titleist Pro V1x High Numbers Golf Balls,12.0,312.0,2015-03,2,1.216,0.17
Outdoors,2015-03,Electronics,Titleist Pro V1x High Numbers Personalized Go,3.0,122.0,2015-03,0,1.404,0.0
Outdoors,2015-03,Golf Apparel,Top Flite Women's 2017 XL Hybrid,6.0,94.0,2015-03,5,0.109,0.83
Outdoors,2015-03,Golf Balls,Glove It Women's Imperial Golf Glove,7.0,132.0,2015-03,10,1.858,1.43
Outdoors,2015-03,Golf Balls,Glove It Women's Mod Oval Golf Glove,7.0,94.0,2015-03,12,1.172,1.71
Outdoors,2015-03,Golf Balls,Hirzl Men's Hybrid Golf Glove,6.0,62.0,2015-03,5,2.266,0.83
Outdoors,2015-03,Golf Balls,Hirzl Women's Soffft Flex Golf Glove,5.0,42.0,2015-03,6,1.114,1.2
Outdoors,2015-03,Golf Gloves,Bag Boy Beverage Holder,17.0,295.0,2015-03,26,0.249,1.53
Outdoors,2015-03,Golf Gloves,Clicgear Rovic Cooler Bag,3.0,87.0,2015-03,1,0.186,0.33
Outdoors,2015-03,Golf Shoes,LIJA Women's Eyelet Sleeveless Golf Polo,2.0,143.0,2015-03,3,1.504,1.5
Outdoors,2015-03,Trade-In,Glove It Imperial Golf Towel,3.0,56.0,2015-03,2,0.395,0.67
Outdoors,2015-03,Trade-In,Glove It Urban Brick Golf Towel,3.0,31.0,2015-03,4,0.226,1.33
Outdoors,2015-03,Trade-In,Glove It Women's Mod Oval 3-Zip Carry All Gol,20.0,301.0,2015-03,38,2.334,1.9
Outdoors,2015-04,Accessories,Team Golf New England Patriots Putter Grip,10.0,110.0,2015-04,12,0.127,1.2
Outdoors,2015-04,Accessories,Team Golf Pittsburgh Steelers Putter Grip,16.0,275.0,2015-04,25,1.049,1.56
Outdoors,2015-04,Accessories,Team Golf San Francisco Giants Putter Grip,3.0,114.0,2015-04,0,1.509,0.0
Outdoors,2015-04,Accessories,Team Golf St. Louis Cardinals Putter Grip,6.0,110.0,2015-04,9,0.354,1.5
Outdoors,2015-04,Accessories,Team Golf Texas Longhorns Putter Grip,10.0,232.0,2015-04,1,1.896,0.1
Outdoors,2015-04,Electronics,Bridgestone e6 Straight Distance NFL Carolina,7.0,146.0,2015-04,13,0.148,1.86
Outdoors,2015-04,Electronics,Bridgestone e6 Straight Distance NFL San Dieg,2.0,60.0,2015-04,4,1.636,2.0
Outdoors,2015-04,Electronics,Bridgestone e6 Straight Distance NFL Tennesse,8.0,138.0,2015-04,10,0.161,1.25
Outdoors,2015-04,Electronics,Titleist Pro V1x High Numbers Golf Balls,1.0,104.0,2015-04,1,0.993,1.0
Outdoors,2015-04,Electronics,Titleist Pro V1x High Numbers Personalized Go,3.0,122.0,2015-04,0,1.92,0.0
Outdoors,2015-04,Golf Apparel,Top Flite Women's 2017 XL Hybrid,5.0,47.0,2015-04,4,1.997,0.8
Outdoors,2015-04,Golf Balls,Glove It Women's Imperial Golf Glove,3.0,44.0,2015-04,2,1.385,0.67
Outdoors,2015-04,Golf Balls,Hirzl Men's Hybrid Golf Glove,4.0,31.0,2015-04,0,2.069,0.0
Outdoors,2015-04,Golf Balls,Hirzl Women's Hybrid Golf Glove,14.0,252.0,2015-04,5,2.129,0.36
Outdoors,2015-04,Golf Balls,Hirzl Women's Soffft Flex Golf Glove,5.0,42.0,2015-04,3,1.0,0.6
Outdoors,2015-04,Golf Gloves,Bag Boy Beverage Holder,5.0,59.0,2015-04,9,1.363,1.8
Outdoors,2015-04,Golf Gloves,Clicgear 8.0 Shoe Brush,14.0,48.0,2015-04,16,1.361,1.14
Outdoors,2015-04,Golf Gloves,Clicgear Rovic Cooler Bag,6.0,174.0,2015-04,2,1.757,0.33
Outdoors,2015-04,Golf Shoes,LIJA Women's Eyelet Sleeveless Golf Polo,10.0,429.0,2015-04,5,1.877,0.5
Outdoors,2015-04,Trade-In,Glove It Imperial Golf Towel,6.0,84.0,2015-04,10,2.058,1.67
Outdoors,2015-04,Trade-In,Glove It Urban Brick Golf Towel,7.0,62.0,2015-04,13,0.783,1.86
Outdoors,2015-04,Trade-In,Glove It Women's Mod Oval 3-Zip Carry All Gol,19.0,215.0,2015-04,12,2.168,0.63
Outdoors,2015-05,Accessories,Team Golf New England Patriots Putter Grip,12.0,165.0,2015-05,17,0.116,1.42
Outdoors,2015-05,Accessories,Team Golf Pittsburgh Steelers Putter Grip,5.0,110.0,2015-05,2,1.759,0.4
Outdoors,2015-05,Accessories,Team Golf San Francisco Giants Putter Grip,2.0,57.0,2015-05,2,1.963,1.0
Outdoors,2015-05,Accessories,Team Golf St. Louis Cardinals Putter Grip,5.0,110.0,2015-05,0,1.607,0.0
Outdoors,2015-05,Accessories,Team Golf Texas Longhorns Putter Grip,6.0,116.0,2015-05,5,1.019,0.83
Outdoors,2015-05,Electronics,Bridgestone e6 Straight Distance NFL San Dieg,7.0,120.0,2015-05,3,1.3,0.43
Outdoors,2015-05,Electronics,Bridgestone e6 Straight Distance NFL Tennesse,2.0,138.0,2015-05,2,1.32,1.0
Outdoors,2015-05,Electronics,Titleist Pro V1 High Numbers Personalized Gol,5.0,200.0,2015-05,9,1.934,1.8
Outdoors,2015-05,Electronics,Titleist Pro V1x Golf Balls,7.0,214.0,2015-05,7,0.75,1.0
Outdoors,2015-05,Electronics,Titleist Pro V1x High Numbers Golf Balls,3.0,104.0,2015-05,0,0.227,0.0
Outdoors,2015-05,Electronics,Titleist Pro V1x High Numbers Personalized Go,3.0,122.0,2015-05,3,2.171,1.0
Outdoors,2015-05,Golf Apparel,Top Flite Women's 2017 XL Hybrid,7.0,141.0,2015-05,10,1.841,1.43
Outdoors,2015-05,Golf Balls,Glove It Women's Imperial Golf Glove,13.0,132.0,2015-05,5,1.915,0.38
Outdoors,2015-05,Golf Balls,Glove It Women's Mod Oval Golf Glove,7.0,141.0,2015-05,6,0.361,0.86
Outdoors,2015-05,Golf Balls,Hirzl Women's Soffft Flex Golf Glove,9.0,126.0,2015-05,18,2.024,2.0
Outdoors,2015-05,Golf Gloves,Bag Boy Beverage Holder,5.0,59.0,2015-05,2,0.315,0.4
Outdoors,2015-05,Golf Gloves,Clicgear 8.0 Shoe Brush,11.0,48.0,2015-05,15,2.307,1.36
Outdoors,2015-05,Golf Gloves,Clicgear Rovic Cooler Bag,8.0,174.0,2015-05,5,2.094,0.62
Outdoors,2015-05,Golf Gloves,Titleist Small Wheeled Travel Cover,1.0,112.0,2015-05,2,0.473,2.0
Outdoors,2015-05,Golf Shoes,LIJA Women's Eyelet Sleeveless Golf Polo,2.0,143.0,2015-05,1,1.644,0.5
Outdoors,2015-05,Men's Golf Clubs,Merrell Women's Grassbow Sport Hiking Shoe,1.0,235.0,2015-05,0,1.432,0.0
Outdoors,2015-05,Trade-In,Glove It Imperial Golf Towel,5.0,28.0,2015-05,6,1.429,1.2
Outdoors,2015-05,Trade-In,Glove It Urban Brick Golf Towel,3.0,31.0,2015-05,1,1.33,0.33
Outdoors,2015-05,Trade-In,Glove It Women's Mod Oval 3-Zip Carry All Gol,5.0,43.0,2015-05,9,0.335,1.8
Outdoors,2015-06,Accessories,Team Golf New England Patriots Putter Grip,9.0,110.0,2015-06,18,0.662,2.0
Outdoors,2015-06,Accessories,Team Golf Pittsburgh Steelers Putter Grip,6.0,110.0,2015-06,3,1.34,0.5
Outdoors,2015-06,Accessories,Team Golf San Francisco Giants Putter Grip,6.0,114.0,2015-06,0,2.334,0.0
Outdoors,2015-06,Accessories,Team Golf St. Louis Cardinals Putter Grip,3.0,55.0,2015-06,4,0.205,1.33
Outdoors,2015-06,Accessories,Team Golf Tennessee Volunteers Putter Grip,5.0,60.0,2015-06,7,1.207,1.4
Outdoors,2015-06,Accessories,Team Golf Texas Longhorns Putter Grip,10.0,174.0,2015-06,2,0.437,0.2
Outdoors,2015-06,Electronics,Bridgestone e6 Straight Distance NFL Carolina,3.0,146.0,2015-06,0,2.026,0.0
Outdoors,2015-06,Electronics,Bridgestone e6 Straight Distance NFL San Dieg,6.0,120.0,2015-06,6,0.231,1.0
Outdoors,2015-06,Electronics,Titleist Pro V1 High Numbers Personalized Gol,2.0,100.0,2015-06,2,2.084,1.0
Outdoors,2015-06,Electronics,Titleist Pro V1x Golf Balls,12.0,428.0,2015-06,19,0.811,1.58
Outdoors,2015-06,Electronics,Titleist Pro V1x High Numbers Golf Balls,8.0,208.0,2015-06,12,0.366,1.5
Outdoors,2015-06,Electronics,Titleist Pro V1x High Numbers Personalized Go,9.0,244.0,2015-06,7,0.547,0.78
Outdoors,2015-06,Golf Balls,Glove It Women's Mod Oval Golf Glove,12.0,141.0,2015-06,3,1.646,0.25
Outdoors,2015-06,Golf Balls,Hirzl Women's Hybrid Golf Glove,3.0,36.0,2015-06,5,1.67,1.67
Outdoors,2015-06,Golf Balls,Hirzl Women's Soffft Flex Golf Glove,3.0,42.0,2015-06,1,1.432,0.33
Outdoors,2015-06,Golf Gloves,Bag Boy Beverage Holder,1.0,59.0,2015-06,1,1.302,1.0
Outdoors,2015-06,Golf Gloves,Clicgear 8.0 Shoe Brush,2.0,16.0,2015-06,4,1.615,2.0
Outdoors,2015-06,Golf Gloves,Clicgear Rovic Cooler Bag,6.0,174.0,2015-06,5,1.338,0.83
Outdoors,2015-06,Golf Shoes,LIJA Women's Eyelet Sleeveless Golf Polo,5.0,143.0,2015-06,3,0.601,0.6
Outdoors,2015-06,Trade-In,Glove It Imperial Golf Towel,2.0,28.0,2015-06,0,1.777,0.0
Outdoors,2015-06,Trade-In,Glove It Urban Brick Golf Towel,5.0,62.0,2015-06,6,0.802,1.2
Outdoors,2015-06,Trade-In,Glove It Women's Mod Oval 3-Zip Carry All Gol,5.0,43.0,2015-06,10,0.347,2.0
Outdoors,2015-07,Accessories,Team Golf Pittsburgh Steelers Putter Grip,7.0,110.0,2015-07,3,2.153,0.43
Outdoors,2015-07,Accessories,Team Golf San Francisco Giants Putter Grip,4.0,114.0,2015-07,2,1.569,0.5
Outdoors,2015-07,Accessories,Team Golf St. Louis Cardinals Putter Grip,10.0,110.0,2015-07,10,0.811,1.0
Outdoors,2015-07,Accessories,Team Golf Tennessee Volunteers Putter Grip,8.0,120.0,2015-07,13,1.955,1.62
Outdoors,2015-07,Accessories,Team Golf Texas Longhorns Putter Grip,9.0,232.0,2015-07,3,0.667,0.33
Outdoors,2015-07,Electronics,Bridgestone e6 Straight Distance NFL Carolina,10.0,146.0,2015-07,20,0.446,2.0
Outdoors,2015-07,Electronics,Bridgestone e6 Straight Distance NFL San Dieg,5.0,120.0,2015-07,2,1.653,0.4
Outdoors,2015-07,Electronics,Titleist Pro V1 High Numbers Personalized Gol,9.0,200.0,2015-07,17,2.246,1.89
Outdoors,2015-07,Electronics,Titleist Pro V1x Golf Balls,2.0,107.0,2015-07,1,0.75,0.5
Outdoors,2015-07,Electronics,Titleist Pro V1x High Numbers Golf Balls,6.0,208.0,2015-07,6,1.703,1.0
Outdoors,2015-07,Electronics,Titleist Pro V1x High Numbers Personalized Go,4.0,366.0,2015-07,0,0.235,0.0
Outdoors,2015-07,Golf Apparel,Top Flite Women's 2017 XL Hybrid,5.0,94.0,2015-07,0,1.395,0.0
Outdoors,2015-07,Golf Balls,Hirzl Men's Hybrid Golf Glove,15.0,124.0,2015-07,17,2.321,1.13
Outdoors,2015-07,Golf Balls,Hirzl Women's Hybrid Golf Glove,13.0,108.0,2015-07,10,0.785,0.77
Outdoors,2015-07,Golf Balls,Hirzl Women's Soffft Flex Golf Glove,1.0,42.0,2015-07,2,0.872,2.0
Outdoors,2015-07,Golf Gloves,Clicgear 8.0 Shoe Brush,4.0,16.0,2015-07,2,1.611,0.5
Outdoors,2015-07,Golf Gloves,Clicgear Rovic Cooler Bag,8.0,261.0,2015-07,11,1.142,1.38
Outdoors,2015-07,Golf Shoes,LIJA Women's Button Golf Dress,2.0,96.0,2015-07,1,0.935,0.5
Outdoors,2015-07,Golf Shoes,LIJA Women's Eyelet Sleeveless Golf Polo,12.0,572.0,2015-07,12,2.317,1.0
Outdoors,2015-07,Trade-In,Glove It Imperial Golf Towel,2.0,28.0,2015-07,3,0.36,1.5
Outdoors,2015-07,Trade-In,Glove It Urban Brick Golf Towel,6.0,62.0,2015-07,8,2.11,1.33
Outdoors,2015-07,Trade-In,Glove It Women's Mod Oval 3-Zip Carry All Gol,10.0,129.0,2015-07,8,2.084,0.8
Outdoors,2015-08,Accessories,Team Golf New England Patriots Putter Grip,1.0,55.0,2015-08,0,0.733,0.0
Outdoors,2015-08,Accessories,Team Golf Pittsburgh Steelers Putter Grip,10.0,165.0,2015-08,13,0.887,1.3
Outdoors,2015-08,Accessories,Team Golf San Francisco Giants Putter Grip,6.0,114.0,2015-08,9,2.116,1.5
Outdoors,2015-08,Accessories,Team Golf St. Louis Cardinals Putter Grip,2.0,55.0,2015-08,0,0.973,0.0
Outdoors,2015-08,Accessories,Team Golf Texas Longhorns Putter Grip,6.0,116.0,2015-08,4,1.358,0.67
Outdoors,2015-08,Electronics,Bridgestone e6 Straight Distance NFL Tennesse,11.0,207.0,2015-08,5,0.994,0.45
Outdoors,2015-08,Electronics,Titleist Pro V1 High Numbers Personalized Gol,4.0,100.0,2015-08,8,2.253,2.0
Outdoors,2015-08,Electronics,Titleist Pro V1x Golf Balls,2.0,107.0,2015-08,4,1.747,2.0
Outdoors,2015-08,Electronics,Titleist Pro V1x High Numbers Personalized Go,6.0,244.0,2015-08,4,1.097,0.67
Outdoors,2015-08,Golf Apparel,Top Flite Women's 2017 XL Hybrid,17.0,188.0,2015-08,22,0.185,1.29
Outdoors,2015-08,Golf Balls,Glove It Women's Imperial Golf Glove,1.0,44.0,2015-08,2,0.448,2.0
Outdoors,2015-08,Golf Balls,Glove It Women's Mod Oval Golf Glove,4.0,47.0,2015-08,6,2.072,1.5
Outdoors,2015-08,Golf Balls,Hirzl Women's Hybrid Golf Glove,16.0,144.0,2015-08,31,0.939,1.94
Outdoors,2015-08,Golf Balls,Hirzl Women's Soffft Flex Golf Glove,1.0,42.0,2015-08,0,2.303,0.0
Outdoors,2015-08,Golf Gloves,Bag Boy Beverage Holder,3.0,59.0,2015-08,2,1.21,0.67
Outdoors,2015-08,Golf Gloves,Clicgear 8.0 Shoe Brush,4.0,32.0,2015-08,5,0.394,1.25
Outdoors,2015-08,Golf Gloves,Clicgear Rovic Cooler Bag,4.0,87.0,2015-08,7,1.856,1.75
Outdoors,2015-08,Golf Shoes,LIJA Women's Argyle Golf Polo,1.0,134.0,2015-08,2,1.004,2.0
Outdoors,2015-08,Kids' Golf Clubs,Mio ALPHA Heart Rate Monitor/Sport Watch,1.0,96.0,2015-08,2,1.383,2.0
Outdoors,2015-08,Trade-In,Glove It Imperial Golf Towel,1.0,28.0,2015-08,0,0.102,0.0
Outdoors,2015-08,Trade-In,Glove It Urban Brick Golf Towel,3.0,31.0,2015-08,2,0.815,0.67
Outdoors,2015-08,Trade-In,Glove It Women's Mod Oval 3-Zip Carry All Gol,3.0,43.0,2015-08,2,0.135,0.67
Outdoors,2015-08,Women's Golf Clubs,Cleveland Golf Collegiate My Custom Wedge 588,3.0,291.0,2015-08,4,1.489,1.33
Outdoors,2015-09,Accessories,Team Golf New England Patriots Putter Grip,4.0,55.0,2015-09,5,1.789,1.25
Outdoors,2015-09,Accessories,Team Golf Pittsburgh Steelers Putter Grip,5.0,55.0,2015-09,10,0.208,2.0
Outdoors,2015-09,Accessories,Team Golf San Francisco Giants Putter Grip,3.0,114.0,2015-09,3,0.924,1.0
Outdoors,2015-09,Accessories,Team Golf Tennessee Volunteers Putter Grip,5.0,180.0,2015-09,10,2.161,2.0
Outdoors,2015-09,Accessories,Team Golf Texas Longhorns Putter Grip,10.0,174.0,2015-09,9,1.614,0.9
Outdoors,2015-09,Electronics,Bridgestone e6 Straight Distance NFL Carolina,1.0,73.0,2015-09,0,0.166,0.0
Outdoors,2015-09,Electronics,Bridgestone e6 Straight Distance NFL San Dieg,3.0,60.0,2015-09,5,1.222,1.67
Outdoors,2015-09,Electronics,Bridgestone e6 Straight Distance NFL Tennesse,8.0,207.0,2015-09,13,1.135,1.62
Outdoors,2015-09,Electronics,Titleist Pro V1 High Numbers Personalized Gol,11.0,400.0,2015-09,21,0.504,1.91
Outdoors,2015-09,Electronics,Titleist Pro V1x Golf Balls,2.0,107.0,2015-09,0,1.018,0.0
Outdoors,2015-09,Electronics,Titleist Pro V1x High Numbers Golf Balls,2.0,104.0,2015-09,4,0.438,2.0
Outdoors,2015-09,Electronics,Titleist Pro V1x High Numbers Personalized Go,6.0,244.0,2015-09,4,0.244,0.67
Outdoors,2015-09,Golf Balls,Glove It Women's Imperial Golf Glove,4.0,88.0,2015-09,1,2.284,0.25
Outdoors,2015-09,Golf Balls,Hirzl Women's Hybrid Golf Glove,3.0,36.0,2015-09,4,2.329,1.33
Outdoors,2015-09,Golf Gloves,Bag Boy Beverage Holder,4.0,118.0,2015-09,6,1.254,1.5
Outdoors,2015-09,Golf Gloves,Clicgear 8.0 Shoe Brush,4.0,16.0,2015-09,3,1.771,0.75
Outdoors,2015-09,Golf Shoes,LIJA Women's Eyelet Sleeveless Golf Polo,5.0,143.0,2015-09,2,0.438,0.4
Outdoors,2015-09,Trade-In,Glove It Imperial Golf Towel,11.0,112.0,2015-09,16,0.119,1.45
Outdoors,2015-09,Trade-In,Glove It Urban Brick Golf Towel,5.0,62.0,2015-09,1,0.257,0.2
Outdoors,2015-09,Women's Golf Clubs,Cleveland Golf Collegiate My Custom Wedge 588,1.0,97.0,2015-09,2,1.842,2.0
Outdoors,2015-10,Accessories,Team Golf New England Patriots Putter Grip,2.0,110.0,2015-10,1,0.855,0.5
Outdoors,2015-10,Accessories,Team Golf Pittsburgh Steelers Putter Grip,18.0,220.0,2015-10,1,1.189,0.06
Outdoors,2015-10,Accessories,Team Golf San Francisco Giants Putter Grip,18.0,285.0,2015-10,22,1.858,1.22
Outdoors,2015-10,Accessories,Team Golf St. Louis Cardinals Putter Grip,2.0,55.0,2015-10,4,2.238,2.0
Outdoors,2015-10,Accessories,Team Golf Tennessee Volunteers Putter Grip,7.0,120.0,2015-10,3,2.269,0.43
Outdoors,2015-10,Electronics,Bridgestone e6 Straight Distance NFL San Dieg,5.0,120.0,2015-10,4,1.635,0.8
Outdoors,2015-10,Electronics,Titleist Pro V1 High Numbers Personalized Gol,4.0,100.0,2015-10,6,0.829,1.5
Outdoors,2015-10,Electronics,Titleist Pro V1x Golf Balls,6.0,214.0,2015-10,4,2.033,0.67
Outdoors,2015-10,Electronics,Titleist Pro V1x High Numbers Golf Balls,6.0,208.0,2015-10,6,0.972,1.0
Outdoors,2015-10,Electronics,Titleist Pro V1x High Numbers Personalized Go,7.0,244.0,2015-10,0,1.434,0.0
Outdoors,2015-10,Garden,Lawn mower,1.0,258.0,2015-10,2,0.547,2.0
Outdoors,2015-10,Golf Apparel,Cleveland Golf Women's 588 RTX CB Satin Chrom,1.0,31.0,2015-10,2,0.565,2.0
Outdoors,2015-10,Golf Apparel,Top Flite Women's 2017 XL Hybrid,9.0,94.0,2015-10,1,2.279,0.11
Outdoors,2015-10,Golf Balls,Glove It Women's Mod Oval Golf Glove,8.0,94.0,2015-10,9,1.6,1.12
Outdoors,2015-10,Golf Balls,Hirzl Men's Hybrid Golf Glove,8.0,93.0,2015-10,8,0.816,1.0
Outdoors,2015-10,Golf Balls,Hirzl Women's Hybrid Golf Glove,4.0,36.0,2015-10,3,1.06,0.75
Outdoors,2015-10,Golf Balls,Hirzl Women's Soffft Flex Golf Glove,3.0,42.0,2015-10,2,0.162,0.67
Outdoors,2015-10,Golf Gloves,Bag Boy Beverage Holder,8.0,118.0,2015-10,1,1.54,0.12
Outdoors,2015-10,Golf Gloves,Clicgear 8.0 Shoe Brush,10.0,32.0,2015-10,19,1.895,1.9
Outdoors,2015-10,Golf Shoes,LIJA Women's Eyelet Sleeveless Golf Polo,11.0,429.0,2015-10,0,1.057,0.0
Outdoors,2015-10,Trade-In,Glove It Imperial Golf Towel,18.0,140.0,2015-10,27,0.607,1.5
Outdoors,2015-10,Trade-In,Glove It Women's Mod Oval 3-Zip Carry All Gol,2.0,43.0,2015-10,3,1.162,1.5
Outdoors,2015-11,Accessories,Team Golf New England Patriots Putter Grip,10.0,110.0,2015-11,1,1.224,0.1
