productname,yearmonth,warehouseinventory,inventorycostperunit,month,year,date,productdepartment,productcategory
TYR Boys' Team Digi Jammer,201710,0,0.30068,10,2017,2017-10,Golf,Girls' Apparel
Team Golf San Francisco Giants Putter Grip,201710,0,1.88387,10,2017,2017-10,Outdoors,Accessories
Clicgear Rovic Cooler Bag,201710,0,2.14677,10,2017,2017-10,Outdoors,Golf Gloves
Hirzl Men's Hybrid Golf Glove,201710,0,2.18555,10,2017,2017-10,Outdoors,Golf Balls
Titleist Pro V1x Golf Balls,201710,0,1.29717,10,2017,2017-10,Outdoors,Electronics
adidas Men's Germany Black Crest Away Tee,201710,0,1.03461,10,2017,2017-10,Golf,Girls' Apparel
Titleist Pro V1 High Numbers Personalized Gol,201710,0,1.30144,10,2017,2017-10,Outdoors,Electronics
Under Armour Women's Micro G Skulpt Running S,201710,0,1.17006,10,2017,2017-10,Footwear,Boxing & MMA
Under Armour Hustle Storm Medium Duffle Bag,201710,0,1.88358,10,2017,2017-10,Footwear,Fitness Accessories
Under Armour Women's Ignite PIP VI Slide,201710,0,0.23134,10,2017,2017-10,Footwear,Electronics
Bag Boy Beverage Holder,201710,0,0.14176,10,2017,2017-10,Outdoors,Golf Gloves
Under Armour Men's Tech II T-Shirt,201710,0,0.19946,10,2017,2017-10,Fitness,Lacrosse
Team Golf New England Patriots Putter Grip,201710,0,1.0851,10,2017,2017-10,Outdoors,Accessories
Under Armour Men's Compression EV SL Slide,201710,0,0.10481,10,2017,2017-10,Footwear,Electronics
Bridgestone e6 Straight Distance NFL Tennesse,201710,0,1.51056,10,2017,2017-10,Outdoors,Electronics
Glove It Women's Mod Oval Golf Glove,201710,0,0.77133,10,2017,2017-10,Outdoors,Golf Balls
Titleist Pro V1x High Numbers Golf Balls,201710,0,0.90062,10,2017,2017-10,Outdoors,Electronics
Nike Women's Legend V-Neck T-Shirt,201710,0,1.48976,10,2017,2017-10,Fitness,Hockey
Under Armour Kids' Mercenary Slide,201710,0,1.3402,10,2017,2017-10,Footwear,Electronics
adidas Kids' F5 Messi FG Soccer Cleat,201710,0,1.85932,10,2017,2017-10,Fitness,Baseball & Softball
Children's heaters,201710,3,2.28254,10,2017,2017-10,Apparel,Children's Clothing
Web Camera,201710,234,0.88759,10,2017,2017-10,Technology,Cameras
Dell Laptop,201710,33,1.59011,10,2017,2017-10,,
Porcelain crafts,201710,39,1.99338,10,2017,2017-10,Apparel,Crafts
Sports Books,201710,58,2.03661,10,2017,2017-10,Book Shop,Books
DVDs,201710,41,0.17026,10,2017,2017-10,Discs Shop,DVDs
Industrial consumer electronics,201710,5,0.67386,10,2017,2017-10,Technology,Consumer Electronics
Fighting video games,201710,0,1.93933,10,2017,2017-10,Discs Shop,Video Games
Summer dresses,201710,0,1.95157,10,2017,2017-10,Apparel,Women's Clothing
Lawn mower,201710,0,0.28382,10,2017,2017-10,Outdoors,Garden
Adult dog supplies,201710,0,1.58566,10,2017,2017-10,Pet Shop,Pet Supplies
Rock music,201710,0,0.98812,10,2017,2017-10,Discs Shop,Music
Elevation Training Mask 2.0,201710,0,1.73172,10,2017,2017-10,Fitness,Soccer
LIJA Women's Mid-Length Panel Golf Shorts,201710,0,0.51203,10,2017,2017-10,Outdoors,Golf Shoes
Toys,201710,0,1.73503,10,2017,2017-10,Fan Shop,Toys
Brooks Women's Ghost 6 Running Shoe,201710,0,0.34837,10,2017,2017-10,Footwear,Boxing & MMA
Bag Boy M330 Push Cart,201710,0,1.52002,10,2017,2017-10,Outdoors,Golf Gloves
Merrell Women's Grassbow Sport Hiking Shoe,201710,0,1.35694,10,2017,2017-10,Outdoors,Men's Golf Clubs
Nike Men's Free TR 5.0 TB Training Shoe,201710,0,0.14742,10,2017,2017-10,Footwear,As Seen on  TV!
Nike Women's Free 5.0 TR FIT PRT 4 Training S,201710,0,1.67831,10,2017,2017-10,Footwear,Boxing & MMA
First aid kit,201710,0,0.92517,10,2017,2017-10,Health and Beauty,Health and Beauty
CDs of rock,201710,34,2.22295,10,2017,2017-10,Discs Shop,CDs
Polar FT4 Heart Rate Monitor,201710,0,1.1344,10,2017,2017-10,Outdoors,Kids' Golf Clubs
LIJA Women's Argyle Golf Polo,201710,0,0.25182,10,2017,2017-10,Outdoors,Golf Shoes
TaylorMade White Smoke IN-12 Putter,201710,0,0.57951,10,2017,2017-10,Outdoors,Women's Golf Clubs
Fitbit The One Wireless Activity & Sleep Trac,201710,0,0.41727,10,2017,2017-10,Outdoors,Kids' Golf Clubs
Nike Kids' Grade School KD VI Basketball Shoe,201710,0,1.77219,10,2017,2017-10,Fitness,Lacrosse
The North Face Women's Recon Backpack,201710,0,0.60513,10,2017,2017-10,Fan Shop,Hunting & Shooting
Smart watch,201710,0,1.54556,10,2017,2017-10,Fitness,Sporting Goods
Baby sweater,201710,27,1.52727,10,2017,2017-10,Apparel,Baby
MDGolf Pittsburgh Penguins Putter,201710,1,0.74719,10,2017,2017-10,Outdoors,Women's Golf Clubs
Men's gala suit,201710,0,1.0719,10,2017,2017-10,Apparel,Men's Clothing
Merrell Men's All Out Flash Trail Running Sho,201710,0,1.34555,10,2017,2017-10,Outdoors,Men's Golf Clubs
Garmin Approach S3 Golf GPS Watch,201710,4,1.83329,10,2017,2017-10,Outdoors,Trade-In
LIJA Women's Button Golf Dress,201710,0,2.2351,10,2017,2017-10,Outdoors,Golf Shoes
Cleveland Golf Women's 588 RTX CB Satin Chrom,201710,1,0.79587,10,2017,2017-10,Outdoors,Golf Apparel
Merrell Women's Siren Mid Waterproof Hiking B,201710,0,0.70591,10,2017,2017-10,Outdoors,Men's Golf Clubs
TaylorMade Women's RBZ SL Rescue,201710,0,0.41059,10,2017,2017-10,Outdoors,Golf Apparel
Mio ALPHA Heart Rate Monitor/Sport Watch,201710,0,0.96631,10,2017,2017-10,Outdoors,Kids' Golf Clubs
TaylorMade 2017 Purelite Stand Bag,201710,0,1.47356,10,2017,2017-10,Outdoors,Golf Gloves
Cleveland Golf Collegiate My Custom Wedge 588,201710,0,2.31264,10,2017,2017-10,Outdoors,Women's Golf Clubs
adidas Brazuca 2017 Official Match Ball,201710,2,0.85572,10,2017,2017-10,Fitness,Baseball & Softball
Nike Men's Fingertrap Max Training Shoe,201710,0,1.0038,10,2017,2017-10,Fitness,Soccer
Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,201710,0,0.6631,10,2017,2017-10,Footwear,Strength Training
Nike Men's Kobe IX Elite Low Basketball Shoe,201710,0,2.14424,10,2017,2017-10,Golf,Shop By Sport
Ogio Race Golf Shoes,201710,0,0.95115,10,2017,2017-10,Outdoors,Golf Bags & Carts
insta-bed Neverflat Air Mattress,201710,0,0.13712,10,2017,2017-10,Fan Shop,Hunting & Shooting
GolfBuddy VT3 GPS Watch,201710,0,1.8096,10,2017,2017-10,Outdoors,Kids' Golf Clubs
Merrell Women's Grassbow Sport Waterproof Hik,201710,0,1.52272,10,2017,2017-10,Outdoors,Men's Golf Clubs
Titleist Small Wheeled Travel Cover,201710,0,1.37731,10,2017,2017-10,Outdoors,Golf Gloves
Polar Loop Activity Tracker,201710,0,1.61345,10,2017,2017-10,Outdoors,Kids' Golf Clubs
Pelican Maverick 100X Kayak,201710,0,0.84104,10,2017,2017-10,Fan Shop,Water Sports
Garmin Approach S4 Golf GPS Watch,201710,0,0.16798,10,2017,2017-10,Outdoors,Kids' Golf Clubs
Total Gym 1400,201710,0,2.13241,10,2017,2017-10,Apparel,Cleats
Garmin Forerunner 910XT GPS Watch,201710,2,0.53606,10,2017,2017-10,Outdoors,Kids' Golf Clubs
Titleist Club Glove Travel Cover,201710,0,2.32454,10,2017,2017-10,Outdoors,Golf Gloves
GoPro HERO3+ Black Edition Camera,201710,1,1.37089,10,2017,2017-10,Footwear,Strength Training
Diamondback Boys' Insight 24 Performance Hybr,201710,4,2.15012,10,2017,2017-10,Fitness,Basketball
Diamondback Girls' Clarity 24 Hybrid Bike 201,201710,0,1.81528,10,2017,2017-10,Fitness,Basketball
Stiga Master Series ST3100 Competition Indoor,201710,0,1.30528,10,2017,2017-10,Fitness,Hockey
SOLE E35 Elliptical,201710,10,2.07893,10,2017,2017-10,,
Bushnell Pro X7 Jolt Slope Rangefinder,201710,29,1.82287,10,2017,2017-10,,
SOLE E25 Elliptical,201710,7,1.92174,10,2017,2017-10,,
Bowflex SelectTech 1090 Dumbbells,201710,10,2.32944,10,2017,2017-10,,
Perfect Fitness Perfect Rip Deck,201709,536,1.65666,09,2017,2017-09,Apparel,Cleats
Nike Men's Dri-FIT Victory Golf Polo,201709,531,0.92767,09,2017,2017-09,Golf,Women's Apparel
O'Brien Men's Neoprene Life Vest,201709,150,0.91578,09,2017,2017-09,Fan Shop,Indoor/Outdoor Games
Nike Men's Free 5.0+ Running Shoe,201709,105,0.35137,09,2017,2017-09,Footwear,Cardio Equipment
Under Armour Girls' Toddler Spine Surge Runni,201709,165,1.42805,09,2017,2017-09,Golf,Shop By Sport
Nike Men's CJ Elite 2 TD Football Cleat,201709,106,1.02406,09,2017,2017-09,Apparel,Men's Footwear
Field & Stream Sportsman 16 Gun Fire Safe,201709,8,1.49661,09,2017,2017-09,Fan Shop,Fishing
Pelican Sunstream 100 Kayak,201709,29,1.60905,09,2017,2017-09,Fan Shop,Water Sports
Diamondback Women's Serene Classic Comfort Bi,201709,34,0.76535,09,2017,2017-09,Fan Shop,Camping & Hiking
ENO Atlas Hammock Straps,201709,0,1.35184,09,2017,2017-09,Fan Shop,Hunting & Shooting
Nike Men's Comfort 2 Slide,201709,0,1.71565,09,2017,2017-09,Fitness,Tennis & Racquet
adidas Youth Germany Black/Red Away Match Soc,201709,0,0.60725,09,2017,2017-09,Golf,Girls' Apparel
Team Golf St. Louis Cardinals Putter Grip,201709,0,2.2529,09,2017,2017-09,Outdoors,Accessories
LIJA Women's Eyelet Sleeveless Golf Polo,201709,0,1.38791,09,2017,2017-09,Outdoors,Golf Shoes
adidas Men's F10 Messi TRX FG Soccer Cleat,201709,0,0.79231,09,2017,2017-09,Fitness,Baseball & Softball
Glove It Women's Imperial Golf Glove,201709,0,1.71396,09,2017,2017-09,Outdoors,Golf Balls
Glove It Imperial Golf Towel,201709,0,0.92872,09,2017,2017-09,Outdoors,Trade-In
Bridgestone e6 Straight Distance NFL Carolina,201709,0,0.45655,09,2017,2017-09,Outdoors,Electronics
Glove It Women's Mod Oval 3-Zip Carry All Gol,201709,0,1.39589,09,2017,2017-09,Outdoors,Trade-In
Columbia Men's PFG Anchor Tough T-Shirt,201709,0,2.04095,09,2017,2017-09,Golf,Shop By Sport
Under Armour Women's Ignite Slide,201709,0,1.22315,09,2017,2017-09,Footwear,Electronics
Team Golf Tennessee Volunteers Putter Grip,201709,0,0.49377,09,2017,2017-09,Outdoors,Accessories
Titleist Pro V1x High Numbers Personalized Go,201709,0,1.42176,09,2017,2017-09,Outdoors,Electronics
Nike Men's Deutschland Weltmeister Winners Bl,201709,5,1.14285,09,2017,2017-09,Golf,Girls' Apparel
Bridgestone e6 Straight Distance NFL San Dieg,201709,0,1.66305,09,2017,2017-09,Outdoors,Electronics
Nike Women's Tempo Shorts,201709,0,1.92086,09,2017,2017-09,Footwear,Cardio Equipment
Team Golf Texas Longhorns Putter Grip,201709,0,1.0289,09,2017,2017-09,Outdoors,Accessories
Hirzl Women's Soffft Flex Golf Glove,201709,0,2.13977,09,2017,2017-09,Outdoors,Golf Balls
Clicgear 8.0 Shoe Brush,201709,0,1.71882,09,2017,2017-09,Outdoors,Golf Gloves
Hirzl Women's Hybrid Golf Glove,201709,0,0.18068,09,2017,2017-09,Outdoors,Golf Balls
Team Golf Pittsburgh Steelers Putter Grip,201709,0,1.37973,09,2017,2017-09,Outdoors,Accessories
Top Flite Women's 2017 XL Hybrid,201709,4,0.76409,09,2017,2017-09,Outdoors,Golf Apparel
Glove It Urban Brick Golf Towel,201709,0,1.7704,09,2017,2017-09,Outdoors,Trade-In
Nike Dri-FIT Crew Sock 6 Pack,201709,0,1.30814,09,2017,2017-09,Fitness,Hockey
TYR Boys' Team Digi Jammer,201709,0,0.71103,09,2017,2017-09,Golf,Girls' Apparel
Team Golf San Francisco Giants Putter Grip,201709,0,1.72032,09,2017,2017-09,Outdoors,Accessories
Clicgear Rovic Cooler Bag,201709,0,2.18041,09,2017,2017-09,Outdoors,Golf Gloves
Hirzl Men's Hybrid Golf Glove,201709,0,0.65849,09,2017,2017-09,Outdoors,Golf Balls
Titleist Pro V1x Golf Balls,201709,0,1.4836,09,2017,2017-09,Outdoors,Electronics
adidas Men's Germany Black Crest Away Tee,201709,0,2.10537,09,2017,2017-09,Golf,Girls' Apparel
Titleist Pro V1 High Numbers Personalized Gol,201709,0,2.16276,09,2017,2017-09,Outdoors,Electronics
Under Armour Women's Micro G Skulpt Running S,201709,0,0.19311,09,2017,2017-09,Footwear,Boxing & MMA
Under Armour Hustle Storm Medium Duffle Bag,201709,0,1.74441,09,2017,2017-09,Footwear,Fitness Accessories
Under Armour Women's Ignite PIP VI Slide,201709,0,2.00793,09,2017,2017-09,Footwear,Electronics
Bag Boy Beverage Holder,201709,1,0.60164,09,2017,2017-09,Outdoors,Golf Gloves
Under Armour Men's Tech II T-Shirt,201709,0,0.41537,09,2017,2017-09,Fitness,Lacrosse
Team Golf New England Patriots Putter Grip,201709,0,1.31945,09,2017,2017-09,Outdoors,Accessories
Under Armour Men's Compression EV SL Slide,201709,0,0.36877,09,2017,2017-09,Footwear,Electronics
Bridgestone e6 Straight Distance NFL Tennesse,201709,0,1.19864,09,2017,2017-09,Outdoors,Electronics
Glove It Women's Mod Oval Golf Glove,201709,0,0.34217,09,2017,2017-09,Outdoors,Golf Balls
Titleist Pro V1x High Numbers Golf Balls,201709,0,0.94261,09,2017,2017-09,Outdoors,Electronics
Nike Women's Legend V-Neck T-Shirt,201709,0,1.17867,09,2017,2017-09,Fitness,Hockey
Under Armour Kids' Mercenary Slide,201709,0,0.91376,09,2017,2017-09,Footwear,Electronics
adidas Kids' F5 Messi FG Soccer Cleat,201709,0,1.70442,09,2017,2017-09,Fitness,Baseball & Softball
Children's heaters,201709,2,2.17739,09,2017,2017-09,Apparel,Children's Clothing
Web Camera,201709,15,1.88508,09,2017,2017-09,Technology,Cameras
Dell Laptop,201709,2,0.92704,09,2017,2017-09,,
Porcelain crafts,201709,0,0.4288,09,2017,2017-09,Apparel,Crafts
Sports Books,201709,0,0.99432,09,2017,2017-09,Book Shop,Books
DVDs,201709,2,2.22212,09,2017,2017-09,Discs Shop,DVDs
Industrial consumer electronics,201709,0,1.17657,09,2017,2017-09,Technology,Consumer Electronics
Fighting video games,201709,0,0.63984,09,2017,2017-09,Discs Shop,Video Games
Summer dresses,201709,0,0.72677,09,2017,2017-09,Apparel,Women's Clothing
Lawn mower,201709,0,0.47674,09,2017,2017-09,Outdoors,Garden
Adult dog supplies,201709,0,0.67386,09,2017,2017-09,Pet Shop,Pet Supplies
Rock music,201709,0,2.17014,09,2017,2017-09,Discs Shop,Music
Elevation Training Mask 2.0,201709,3,1.28252,09,2017,2017-09,Fitness,Soccer
LIJA Women's Mid-Length Panel Golf Shorts,201709,3,0.82689,09,2017,2017-09,Outdoors,Golf Shoes
Toys,201709,0,1.86337,09,2017,2017-09,Fan Shop,Toys
Brooks Women's Ghost 6 Running Shoe,201709,8,0.37901,09,2017,2017-09,Footwear,Boxing & MMA
Bag Boy M330 Push Cart,201709,4,1.39513,09,2017,2017-09,Outdoors,Golf Gloves
Merrell Women's Grassbow Sport Hiking Shoe,201709,10,0.31175,09,2017,2017-09,Outdoors,Men's Golf Clubs
Nike Men's Free TR 5.0 TB Training Shoe,201709,3,2.07699,09,2017,2017-09,Footwear,As Seen on  TV!
Nike Women's Free 5.0 TR FIT PRT 4 Training S,201709,8,1.65839,09,2017,2017-09,Footwear,Boxing & MMA
First aid kit,201709,0,2.18083,09,2017,2017-09,Health and Beauty,Health and Beauty
CDs of rock,201709,1,0.87013,09,2017,2017-09,Discs Shop,CDs
Polar FT4 Heart Rate Monitor,201709,8,1.12102,09,2017,2017-09,Outdoors,Kids' Golf Clubs
LIJA Women's Argyle Golf Polo,201709,4,1.50784,09,2017,2017-09,Outdoors,Golf Shoes
TaylorMade White Smoke IN-12 Putter,201709,0,1.33605,09,2017,2017-09,Outdoors,Women's Golf Clubs
Fitbit The One Wireless Activity & Sleep Trac,201709,1,2.04271,09,2017,2017-09,Outdoors,Kids' Golf Clubs
Nike Kids' Grade School KD VI Basketball Shoe,201709,14,0.47433,09,2017,2017-09,Fitness,Lacrosse
The North Face Women's Recon Backpack,201709,1,0.95934,09,2017,2017-09,Fan Shop,Hunting & Shooting
Smart watch,201709,0,1.26862,09,2017,2017-09,Fitness,Sporting Goods
Baby sweater,201709,1,1.29588,09,2017,2017-09,Apparel,Baby
MDGolf Pittsburgh Penguins Putter,201709,0,2.09891,09,2017,2017-09,Outdoors,Women's Golf Clubs
Men's gala suit,201709,0,1.73888,09,2017,2017-09,Apparel,Men's Clothing
Merrell Men's All Out Flash Trail Running Sho,201709,3,2.23425,09,2017,2017-09,Outdoors,Men's Golf Clubs
Garmin Approach S3 Golf GPS Watch,201709,2,0.78309,09,2017,2017-09,Outdoors,Trade-In
LIJA Women's Button Golf Dress,201709,0,0.29808,09,2017,2017-09,Outdoors,Golf Shoes
Cleveland Golf Women's 588 RTX CB Satin Chrom,201709,0,1.89474,09,2017,2017-09,Outdoors,Golf Apparel
Merrell Women's Siren Mid Waterproof Hiking B,201709,2,0.1242,09,2017,2017-09,Outdoors,Men's Golf Clubs
TaylorMade Women's RBZ SL Rescue,201709,4,1.1345,09,2017,2017-09,Outdoors,Golf Apparel
Mio ALPHA Heart Rate Monitor/Sport Watch,201709,3,0.60951,09,2017,2017-09,Outdoors,Kids' Golf Clubs
TaylorMade 2017 Purelite Stand Bag,201709,0,0.12471,09,2017,2017-09,Outdoors,Golf Gloves
Cleveland Golf Collegiate My Custom Wedge 588,201709,0,1.19893,09,2017,2017-09,Outdoors,Women's Golf Clubs
adidas Brazuca 2017 Official Match Ball,201709,0,2.07119,09,2017,2017-09,Fitness,Baseball & Softball
Nike Men's Fingertrap Max Training Shoe,201709,2,2.23725,09,2017,2017-09,Fitness,Soccer
Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,201709,4,2.20668,09,2017,2017-09,Footwear,Strength Training
Nike Men's Kobe IX Elite Low Basketball Shoe,201709,0,2.1592,09,2017,2017-09,Golf,Shop By Sport
Ogio Race Golf Shoes,201709,0,0.32396,09,2017,2017-09,Outdoors,Golf Bags & Carts
insta-bed Neverflat Air Mattress,201709,0,1.86747,09,2017,2017-09,Fan Shop,Hunting & Shooting
GolfBuddy VT3 GPS Watch,201709,3,0.94895,09,2017,2017-09,Outdoors,Kids' Golf Clubs
Merrell Women's Grassbow Sport Waterproof Hik,201709,0,2.12731,09,2017,2017-09,Outdoors,Men's Golf Clubs
Titleist Small Wheeled Travel Cover,201709,0,2.07193,09,2017,2017-09,Outdoors,Golf Gloves
Polar Loop Activity Tracker,201709,3,1.21829,09,2017,2017-09,Outdoors,Kids' Golf Clubs
Pelican Maverick 100X Kayak,201709,3,1.41186,09,2017,2017-09,Fan Shop,Water Sports
Garmin Approach S4 Golf GPS Watch,201709,2,0.17691,09,2017,2017-09,Outdoors,Kids' Golf Clubs
Total Gym 1400,201709,1,0.19243,09,2017,2017-09,Apparel,Cleats
Garmin Forerunner 910XT GPS Watch,201709,2,0.78205,09,2017,2017-09,Outdoors,Kids' Golf Clubs
Titleist Club Glove Travel Cover,201709,3,0.98067,09,2017,2017-09,Outdoors,Golf Gloves
GoPro HERO3+ Black Edition Camera,201709,0,0.58346,09,2017,2017-09,Footwear,Strength Training
Diamondback Boys' Insight 24 Performance Hybr,201709,0,1.93983,09,2017,2017-09,Fitness,Basketball
Diamondback Girls' Clarity 24 Hybrid Bike 201,201709,2,1.1197,09,2017,2017-09,Fitness,Basketball
Stiga Master Series ST3100 Competition Indoor,201709,4,2.13431,09,2017,2017-09,Fitness,Hockey
SOLE E35 Elliptical,201709,10,0.35477,09,2017,2017-09,,
Bushnell Pro X7 Jolt Slope Rangefinder,201709,27,1.20039,09,2017,2017-09,,
SOLE E25 Elliptical,201709,7,1.42652,09,2017,2017-09,,
Bowflex SelectTech 1090 Dumbbells,201709,39,1.81722,09,2017,2017-09,,
Perfect Fitness Perfect Rip Deck,201708,158,0.56871,08,2017,2017-08,Apparel,Cleats
Nike Men's Dri-FIT Victory Golf Polo,201708,154,1.15865,08,2017,2017-08,Golf,Women's Apparel
O'Brien Men's Neoprene Life Vest,201708,436,1.93181,08,2017,2017-08,Fan Shop,Indoor/Outdoor Games
Nike Men's Free 5.0+ Running Shoe,201708,234,2.17224,08,2017,2017-08,Footwear,Cardio Equipment
Under Armour Girls' Toddler Spine Surge Runni,201708,329,0.91808,08,2017,2017-08,Golf,Shop By Sport
Nike Men's CJ Elite 2 TD Football Cleat,201708,52,1.18195,08,2017,2017-08,Apparel,Men's Footwear
Field & Stream Sportsman 16 Gun Fire Safe,201708,167,1.9601,08,2017,2017-08,Fan Shop,Fishing
Pelican Sunstream 100 Kayak,201708,129,2.04143,08,2017,2017-08,Fan Shop,Water Sports
Diamondback Women's Serene Classic Comfort Bi,201708,6,1.25768,08,2017,2017-08,Fan Shop,Camping & Hiking
ENO Atlas Hammock Straps,201708,0,0.89496,08,2017,2017-08,Fan Shop,Hunting & Shooting
Nike Men's Comfort 2 Slide,201708,0,1.11522,08,2017,2017-08,Fitness,Tennis & Racquet
adidas Youth Germany Black/Red Away Match Soc,201708,3,2.19082,08,2017,2017-08,Golf,Girls' Apparel
Team Golf St. Louis Cardinals Putter Grip,201708,0,0.8672,08,2017,2017-08,Outdoors,Accessories
LIJA Women's Eyelet Sleeveless Golf Polo,201708,0,2.15979,08,2017,2017-08,Outdoors,Golf Shoes
adidas Men's F10 Messi TRX FG Soccer Cleat,201708,0,0.68625,08,2017,2017-08,Fitness,Baseball & Softball
Glove It Women's Imperial Golf Glove,201708,0,0.96125,08,2017,2017-08,Outdoors,Golf Balls
Glove It Imperial Golf Towel,201708,0,2.0322,08,2017,2017-08,Outdoors,Trade-In
Bridgestone e6 Straight Distance NFL Carolina,201708,0,1.21803,08,2017,2017-08,Outdoors,Electronics
Glove It Women's Mod Oval 3-Zip Carry All Gol,201708,0,2.16324,08,2017,2017-08,Outdoors,Trade-In
Columbia Men's PFG Anchor Tough T-Shirt,201708,2,0.90595,08,2017,2017-08,Golf,Shop By Sport
Under Armour Women's Ignite Slide,201708,1,2.2671,08,2017,2017-08,Footwear,Electronics
Team Golf Tennessee Volunteers Putter Grip,201708,0,0.86061,08,2017,2017-08,Outdoors,Accessories
Titleist Pro V1x High Numbers Personalized Go,201708,0,2.31444,08,2017,2017-08,Outdoors,Electronics
Nike Men's Deutschland Weltmeister Winners Bl,201708,0,1.57126,08,2017,2017-08,Golf,Girls' Apparel
Bridgestone e6 Straight Distance NFL San Dieg,201708,0,0.60443,08,2017,2017-08,Outdoors,Electronics
Nike Women's Tempo Shorts,201708,0,1.09101,08,2017,2017-08,Footwear,Cardio Equipment
Team Golf Texas Longhorns Putter Grip,201708,0,0.23231,08,2017,2017-08,Outdoors,Accessories
Hirzl Women's Soffft Flex Golf Glove,201708,0,1.87235,08,2017,2017-08,Outdoors,Golf Balls
Clicgear 8.0 Shoe Brush,201708,4,0.99774,08,2017,2017-08,Outdoors,Golf Gloves
Hirzl Women's Hybrid Golf Glove,201708,0,2.14135,08,2017,2017-08,Outdoors,Golf Balls
Team Golf Pittsburgh Steelers Putter Grip,201708,0,0.98665,08,2017,2017-08,Outdoors,Accessories
Top Flite Women's 2017 XL Hybrid,201708,0,0.86753,08,2017,2017-08,Outdoors,Golf Apparel
Glove It Urban Brick Golf Towel,201708,12,1.09139,08,2017,2017-08,Outdoors,Trade-In
Nike Dri-FIT Crew Sock 6 Pack,201708,0,0.36122,08,2017,2017-08,Fitness,Hockey
TYR Boys' Team Digi Jammer,201708,0,0.56969,08,2017,2017-08,Golf,Girls' Apparel
Team Golf San Francisco Giants Putter Grip,201708,0,1.01393,08,2017,2017-08,Outdoors,Accessories
Clicgear Rovic Cooler Bag,201708,0,2.16373,08,2017,2017-08,Outdoors,Golf Gloves
Hirzl Men's Hybrid Golf Glove,201708,0,2.01868,08,2017,2017-08,Outdoors,Golf Balls
Titleist Pro V1x Golf Balls,201708,0,1.00955,08,2017,2017-08,Outdoors,Electronics
adidas Men's Germany Black Crest Away Tee,201708,0,0.46299,08,2017,2017-08,Golf,Girls' Apparel
